EBlowEtaBad    0.0086  0.000181 
EBlowEtaGold   0.0075  0.000300   
EBhighEtaBad   0.0188  0.000188 
EBhighEtaGold  0.0122  0.000992 
EElowEtaBad    0.0198  0.000323 
EElowEtaGold   0.0163  0.000878 
EEhighEtaBad   0.0192  0.000444 
EEhighEtaGold  0.0186  0.000353 
